Feedback,professor
토론 했던 모든 주제를 모아서 중간발표 기말발표 두번을 하는데 이 발표 비율이 매우 큼에도 불구하고 점수매기는 체계가 매우 불합리해서 수업시간중 한번을 빼서 뭐가 나을지 토론을 하기도 했습니다.,단윤진
학생들끼리 다른조의 점수를 매기도록 시켰는데 순위제가 아니라 점수제라서 3점만점인 각항목에 0.1,단윤진
"0.9점으로 줘서 합산했을때 자기조만 올라가려는 조들도 다수 있고, 이런 불합리함으로 인해 표준편차를 계산해서 정규분포로 변환해서 채점하자는 의견과 순위제로 하자는 의견 등 좋은 의견이 많이 나왔지만 교수님이 지금의 제도가 왜 문제이고 의미가 없는지 저어언혀 아주 정말 하나도 수학적으로 이해를 못하셔서 교수님 점수랑 노이즈나 다름없는 학생점수를 평균내서 점수를 부여하셨습니다. 나중에는 다들 포기해서 그냥 그렇게 하자고 하더군요",단윤진
"출석도 아주 깐깐하게 매기실것처럼 말씀하시는데, 과장을 하나도 섞지않고 계절학기 기간 내내 단 한번도 제시간에 오신적이 없습니다. 무조건 10분 이상씩 늦으시고, 심지어는 발표날과 시험치는 날에도 늦으셨습니다. 처음에는 버스가 늦게왔다는 핑계를 대시다가 나중에는 미안하다는 말씀도 안하시더라구요",단윤진
시험은 그냥 한자시험입니다.,단윤진
"마지막쯤에 아홉가지 태도와 아홉가지 생각이라고 '구용','구사'와 퇴계이황 선생이 마음을 다스리는데 쓰셨던 30가지 '중화탕'의 재료에 대한 내용이 나오는데 이것을 모두 쓰는 것이 기말고사에 출제되었습니다. 참고로 30가지 중화탕의 재료는 모두 한자로 되어있고, 뜻도 전부 썼어야 하며, 30가지 중 한가지라도 못쓰면 감점이 상당했습니다.",단윤진
"좋은 말씀과 의미를 담을 많은 가르침들이 책에 있었는데, 정작 시험에 나온건 단순암기 한자였네요. 학생들이 의미는 모른채 달달 외우는게 싫다고 하셨던 말씀과 너무 어긋나서 몹시 실망스러웠습니다.",단윤진
다른분께 들으세요. 동양의 철학과 문과인에 대한 불신만 생겼습니다.,단윤진
한자외워야 된다는게 조금 짜증나지만 매우 무난하신 분이다.,단윤진
수업 후반기에는 주역 얘기하심ㅋㅋㅋ 수업시간에 말하는 사람이 하도 없어서 발표만 열심히 하면 학점 잘 주십니다,이은호
논어 책 기준으로 수업을 진행하는데 교재 자체가 문제가 많아서 사실 수업 내용이 많지는 않습니다.,이은호
초반에는 집중이 잘 안될 수 있으나 기말때는 조금 나아집니다. 수업 듣는 학생들 대부분이 수업참여를 많이 하지 않기 때문에 조금만 적극적으로 참여하신다면 학점 잘 받을 수 있습니다. 시험은 단답형 주관식과 약술 논술형이 나오는데 교수님 프린트에서 많이 나옵니다. 세세한 부분도 조금 나오기 때문에 프린트 위주로 공부하면 쉽게 답할 수 있습니다. 중간 시험평균이 많이 낮기 때문에 중간에 좋은 점수 받으시면 좋은 학점 받을 수 있습니다.,이은호
투입노력,이은호
시간 대비 아웃풋 굿,이은호
" 뭔가 내용이 명확하지가 않아서 뭘 공부해야될지 모르겠고 하긴한데, 솔직히 수업 열심히 들으니까 뭐나올지 다 보임ㅋㅋㅋ 시험기간 제외 학기중에 학업부담은 거의 제로라도 볼수있음 평소에 손들고 열심히 참여하고 수업",이은호
교수님이 말하시는부분,이은호
 잘 들으면 좋은 학점 충분히 가능하다고 생각함!!,이은호
사실 뭘 공부하라는지 모르겠는.. 딱히 배운 범위 밖에서 나오는 것도 아닌데 또 배운 데에서도 진짜 별로 안나와요ㅋㅋㅋㅋㅋㅋㅋ 발표,이은호
과제 중에 선택이고 점수 주는 기준도 잘 모르겠네염 출첵은 할 때도 있고 안할 때도 있고 랜덤인데 아직도 왜 제가 에이인지 모르겠어염 비율채워줌도 학점느님도 아닌듯해서 일단 깐깐하다고는 했는데 깐깐도 아닌듯..,이은호
그냥 싫은 강의... 뭘 공부하라는 건지 모르겠다,이은호
수업 듣는건 크게 힘들거나 문제되는거 없습니다. 한학기 수업중에 조발표 한번 하는게 다구요 숙제같은거 없습니다.,이은호
"시험은 아캠에 올려주는 자료, 각 조들의 발표자료, 수업 내용중에 나오는데 거의 발표자료와 수업내용에서 나옵니다.",이은호
점수는 굉장히 짜게 주십니다.,이은호
교수님 자체는 좋으시다 학생들을 많이 위해주신다 ,이영자
근데 강의력은 확실히 별로다.. ,이영자
내용도 주역을 가르치시는데 사실현실과 동떨어진 이야기를 많이 하셔서 귀에 잘 안들어온다. ,이영자
안쓰러울 정도로 학생들이 수업을 안듣기도 하고 그러는데 학생들 아끼신다 엄청,이영자
근데 추천은 안함,이영자
어쩌다보니 에이쁠이 나오긴 했는데 그럼에도 불구하고 추천하지는 않아요. 교수님이 무슨 말씀을 하시는지도 모르겠고 정치적인 발언도 문맥에 상관없이 너무 자주 하십니다. 특히 4차산업혁명이나 미래사회 관련해서 고리타분한 말씀을 하실 때는,조춘영
심지어 자주 하세요,조춘영
 스트레스 받아서 교실 나가고 싶더라구요,조춘영
중간 기말 한번씩 보는데 수업내용 잘 드으시면 무난하게 볼 수 있고 논술형은 논리적을 많이 쓰시면 점수 잘 받는 것 같아요. 3분 스피치도 한 번 있는데 준비 열심히 해가시면 괜찮게 봐주시는 것 같아요. 개인적으로 학점 괜찮게 주셔서 다른 논어 수업에 비해 꿀이었다고 봅니다. 다만 매 수업마다 조별로 토론 하는게 조금 귀찮았을 뿐이에요.,조춘영
교수님은 친절하시지만 강의력은 별로였습니다.,조춘영
중간고사와 기말고사는 어느정도 나올 문제를 알려주셔서 큰 변별력이 없어보입니다. 레포트 쓰는게 있었는데 학점에 플러스 요인이 되는 것 같지는 않았습니다. 3분 스피치가 중요한데 시간에 쫓겨 뒤로 갈수록 발표도 제대로 못한 학우분들이 많았습니다. 스피치가 중요한 평가 요소가 될거라 하셨는데 제대로 진행되지 않은 것 같아 아쉬운 면이 있습니다. 평소 수업은 굉장히 널널하게 진행되지만 학점을 생각하신다면 비추합니다.,조춘영
성적 주시는 기준도 모르겠고 수업도 횡설수설....,조춘영
시험은 문제 거의 알려주셔서 쉽게 푸는데 그만큼 변별력도 없는 듯,조춘영
이의신청에 대해 답도 받지 못함..,조춘영
"진짜 너무 별로였습니다 들으면서 너무 고통,,,,,강의력이 정말 별로 셨어요ㅠㅠ",조춘영
일단 교수님이 아니시고 학교에 사무실이 없는 연구원?이셔서 수업을 안해보신 것 같아요.,조춘영
" '이걸 뭐라할까 설명하기 어려운데'라는 말을 많이 하시고, 한가지를 설명하시려고 '무슨말이냐면'을 3",조춘영
"4번은 계속하시고ㅠㅠ, '무슨말이냐면'의 반복재생이 끝나면 '정리해서말하자면'이 나오는데 정리 1도 안된 말씀이시고...",조춘영
"교수님 스스로도 설명하시면서 이해가 안되시는것 같아요..같은말 계속 하시고, 맥락도 없으시고..",조춘영
학생들에게 '이해가 되니?'라고 계속 물으시는데 이해안되요 교수니뮤ㅠ..,조춘영
주어,조춘영
술어 구조가 파괴된 속터지는 강의를 들었습니다ㅠㅠ,조춘영
"들으시는 분들 시험이 변별력없을만큼 엄청 쉬운데, 자기 생각쓰는 서술형 문제에 생각 충실하게 쓰시구요!스피치가 변별력 큰거 같은데 스피치 준비 잘하세요!",조춘영
교수님이 친절하시고 학생들 의견 많이 들어주시고 좋은데 ㅠ 수업이 많이 쉬웠습니다 그래서 크게 얻어가는 게 없고 중간 중간에 정치적 발언 하시는 게 저는 듣기 힘들었습니다ㅠ 근데 학점따는 건 많이 어렵지 않습니다 학생들 한문 외우는 거 싫어할거라면서 한문 출제도 줄이시고 배려해주셨습니다. 팀플하긴 하는데 그냥 수업 내용에 대해 말 나누는 거고 에세이 한번 썼는데 필수는 아니었고 따로 과제도 없었습니다. 마지막에 발표 한번 있습니다,조춘영
개별로 개별로 진짜 별로 ,조춘영
에세이 토론 시험 다 시키고 학점은 안줌 ,조춘영
피치못할 사정있으면 들으셈,조춘영
"다른 성균논어 교수님들은 팀플이나 과제가 많다고 하는데, 이 교수님은 과제도 팀플도 없어요. 그래서 학기 중에는 수업 듣는게 큰 부담은 없음. 수업 진도도 많이 나가는 편도 아니고, 2시간 수업 중에 1시간은 수업 나가고 다른 1시간은 그 날 배운 내용에 대해서 토론을 합니다. 중간고사랑 기말고사 둘 다 변별력은 크게 없고, 마지막에 서술형 문제가 있는데, 그건 문제를 미리 알려주세요. 4문제 알려주시고 그 중에 2문제 선택해서 쓰는거에요. 그래서 아마 3분 스피치에서 크게 점수가 갈릴 것 같아요. 오리엔테이션 때부터 3분 스피치를 크게 강조하셨고, 그거 준비 많이 해온 사람들이 많고요. 학점은 정말 깐깐하게 주시는 듯. 저 자신도 엄청 못하진 않았던 것 같은데 그거에 비해서 너무 점수가 낮아요. 학점 신경쓰시는 거면 저는 약간 비추!",조춘영
수업내용이거의없음.  수업시간의절반을 조별토론을 시키시는데 이때문에 수업시간이절대적으로 부족함. 따라서 평가요소가 거의없음.  중간 기말모두변별력이없음.  그리고학점몹시안주심. 주변에공부잘하는애들 굉장히많이들었는데 올비쁠임. 균의정신으로 모두비쁠때리심. 학점딸생각이면절대비추.,조춘영
"진도 자체도 그렇게 많이 안나가서 시험 부담 적고, 공부한 범위내에서만 나와요 교수님도 친절하심 근데 마지막에 스피치에 시간배분못하셔서 시험당일 앞시간까지 스피치했어요 어차피 스피치자체가 부담은 없지만",조춘영
교수님이 굉장히 좋으신분인건 확실한데 수업진행이나 시험문제의 퀄리티같은경우는 아쉽습니다 진도도 굉장히 안나가고 한자문제도 많이내시는데 시험문제는 설명해주신거에서 벗어나진 않으니까 변별력은 아마 레포트나 스피치에서 나올거 같네요,조춘영
이 정보를 확인하기 위해 포인트를 사용하시겠습니까. 포인트를 사용하시겠습니까. 이 시험 정보를 확인하기 위해 포인트가 차감됩니다. 사용하시겠습니까. 이 정보를 확인하기 위해 포인트를 사용하시겠습니까. 포인트를 ,조춘영
괜찮았음.... 그래도 외국에 살다온 애들한테는 더 유리함,이용윤
사실 4점을 다주고 싶진 않은데 3.5는 되는 것 같아서 4로 쳐요,이용윤
"성적은 아마 출결, 참여도, 조별발표, 중간 전 페이퍼 요약 1개 기말 전 페이퍼 1개 그리고 중간기말고사.. 아 그리고 추가로 자유..?주제 3개중에 하나 골라 5장정도 분량되는 에세이까지 합해서 나와요.. 물론 빡세긴 하지만 국제어라서 다 어느정도 설렁설렁해도 된다는 점 감안하시면 완전 헬도 꿀도 아닌 강의정도..? ",이용윤
저는 그냥 조별과제만 열심히하고 시험준비나 에세이같은건 그냥 대충대충 시간만 맞춰서 했어요. 근데 교수님이 제시간안에 제출 안한 사람들도 그냥 점수 안깎을테니까 내라해서 좀 짜증나긴 했어요 ㅋㅋ... 하여튼 열심히 하진 않았는데 국제어라서 에이는 나왔으니까 큰 불만은 없었어요,이용윤
외우는거 취약하신 분들은 이 교수님 강의로 들으시는게 나을 갓 같아요,이용윤
사람들이 말하는 것 같이 헬은 아니었음...,이용윤
나는 재외국민이고 친구들이랑 같이 들어갔는데,이용윤
첫날자기소개 시키는데 거의 재외국민,이용윤
외국인이여서 내 친구들 자기소개 전에 다 나감 ..ㅋㅋ..,이용윤
애들 3개국어가 기본임,이용윤
평소에는 애들 발표하는 거 듣고 2주에 한번 정도 손들고 코멘트 했음,이용윤
그랬더니 교수가 이름 기억해주심,이용윤
마지막 발표 ,이용윤
에세이 바탕 한 열명정도,이용윤
 도 직접 찾아와서 해달라고 부탁하심,이용윤
그래서 아 에쁠이겟거니 했는데,이용윤
에이 받음..,이용윤
논어에 대해선 배우진 않지만 난 그래서 좋았음.. 일반강의 한자외우고 있는 동기들 보면 ㅜ,이용윤
그냥 진짜 헬..,이용윤
이 교수님 수업은 다시는 안들을겁니다,이용윤
논어에 대해서 배우는거는 1도 없고,이용윤
시간 아깝다는 생각뿐,이용윤
밑에얘기가거의다맞긴한데  논어에대한기대가 크지않아선지는모르겠지만  그냥학점도국제어라그럭저럭 받았고나쁘지않았음,이용윤
"장점 : 국제어비율,  외국에살다온 한국인, 외국인이 논어 채우려고 몰려서 아주 우월한 영어발음을들을수있음 , 리딩할게 많긴한데 나름읽다보면 재밌음 어렵긴함 ,  실제로다루는 공부내용이정말적음, 시험문제미리알려줌",이용윤
"단점 : 아래말한것들이거의 다 맞음 학생들끼리발표하는형식인데 리딩자료가어려워서 발표자들이 솔직히많은시간을써서 준비해야하는데  논어만하는것도아니고 좀힘들긴함, 아주강의력이 좋은건아니어서 교수님의부연설명도 크게 도움이안됨, 이것저것 과제기많아서 귀찮지만 그래도  아주많이부담되지는않는듯,  뭐특별히배우는게없는것같긴함 ",이용윤
결론 : 적당히학점채우기에는 괜찮음 논어의깊은지식탐구가목적이라면 적절하지않은듯  출석이꽤중요함 출석만잘히거 과제내란거내면 비쁠은 주시지않을까싶음,이용윤
강의평가 이 교수님 때문에 씁니다. 진짜 제발 그냥 듣지마세요 한 학기동안 온갖 고통은 다 받고 배우는 건 정말 단 하나도 없고 교수님 진짜 수업 준비 하나도 안해오시고 학생들 발표로만 오로지 두시간 채우십니다 교수님도 이해하시는지도 모르겠는 수준급 논어 관련 영어논문을 읽게 하고 그것에 대한 이해를 바탕으로 정말 질 높은 발표를 기대하십니다...정말 어이가 없을 뿐이었고요 시험문제는 전혀 가르쳐주시지도 않은 개념들에 대해 서술하게 하십니다...진짜 대학들어와 들은 수업들 중 최악이었고요 엄청난 스트레스였습니다...제발 듣지마세요 그냥...말하기도 아픈 수업입니다.,이용윤
흠... 저는 항상 질문하고 대답하는 그런 학생은 아녔는데 교수님이 이상하게 제 이름을 알고 계셨네요... 그래서 그런지 몰라도 교수님한테 인식되는 학생은 성적은 어느정도 나오나 봅니다. 조별 발표가 수업의 거의 전부이고 중간중간 교수님과의 질의응답 시간에 적극적으로 나선다면 성적 잘 받을 수 있을겁니다. 시험은 예상문제 4개에서 2개가 그대로 나오기 때문에 미리 예상답안을 작성해본다면 시험에서 변수는 없습니다.,이용윤
최악의 강의 중 하나였다고 생각합니다... 졸업 필수 요건이니 걍 듣긴했습니다. ,이용윤
일단 교수님께서 한 2,이용윤
"3주부터 모든 학생을 조로 나누고, 첫번째 조가 교수님이 올려주신 자료를 정리하고 피피티로 올려 발표하고, 다음 조가 다음주 자료를 요약하여 발표하는 패턴이 계속되는 강의였습니다. 문제는 이 피피티를 할때 조원들이 약 1시간 넘게 돌아가면서 발표를 해야하고, 더군다나 교수님이 끼어들지 않겠다고 하셨지만 맨날 끼어드십니다. 짜증날 정도로... 그리고 교수님이 좋아하는 제자들 선호 경향이 있으십니다. 강의는 거의 안하시고 그냥 마지막에 잠깐 나와서 요약하고, 별로 좋은 강의는 아니였습니다. 그리고 수업중 핸드폰을 못쓰게 하시는데 정작 조교는 폰겜하고 있던데요 ㅎㅎ",이용윤
수업시간에 배우는 것은 없습니다. 모든 수업이 각각의 그룹이 발표하는 것으로 진행이되고 수업시간에 교수님께서 토론하는 시간을 갖습니다. 출석리스트를 보시면서 직접 호명하면서 참여하게 만듭니다,이용윤
진짜 싫었음,이용윤
. 그래도 학점은 채워주시는 편입니다,이용윤
수업은  한 학기 내내 학생들 발표로 진행되고 교수님께서는 수업 끝에 간단한 피드백 정도를 주십니다. 교수님 말씀이 시작되면 차라리 죽었으면 좋겠다는 생각이 들고요 학기 중에 준비해야하는건 발표 1번이 끝입니다 시험은 미리 제시하신 논술 문제 4개 중에 2개가 나오는 식입니다.,이용윤
이 수업을 듣고 나서 배운 건 단 하나 이 교수님 수업을 다시는 듣지 말아야겠다는 교훈뿐입니다,이용윤
배우는거 진짜 하나도 없고 전부 학생 발표로 시간 때우세요...ㅠㅠ 수업 부담은 적기는 한데 배우는게 지나치게 없어서 등록금 아까웠습니다,이용윤
중간기말고사는 전부 에세이 주신 네 문제 중에 두개 나와서 부담은 적어요 만약에 난 논어에서 뭘 배우는걸 원하지 않는다 학점도 꼭 잘나올 필요 없고 꿀빨고 싶다 하면 들으세요,이용윤
"발표, 토론식 수업 좋아하시면 추천합니다.전 토론 싫어함",이용윤
이 정보를 확인하기 위해 포인트를 사용하시겠습니까. 포인트를 사용하시겠습니까. 이 시험 정보를 확인하기 위해 포인트가 차감됩니다. 사용하시겠습니까. 이 정보,이용윤
이 정보를 확인하기 위해 포인트를 사용하시겠습니까. 포인트를 사용하시겠습니까. 이 시험 ,이용윤
수업도 시험도 평가기준도 잘모르겠음 강의력도빵점,정도원
교수님이 정치적 성향 드러내시는 걸 좋아하십니다.,정도원
한문에 무지한 제가 봤을 땐 논어 등의 내용에 대해 교수님께서 꽤나 많이 아시는 듯 보였지만 정치색 드러내고 감정적인 교수 치고 좋으신 분 못봤습니다.,정도원
이분도 마찬가지입니다. 꼰대 기질 다분하며 학생들을 중고딩 다루듯이 대합니다. 수업 중간중간에 버럭 화를 내거나 학생들을 다그칩니다.,정도원
과제 없고 기말 시험 미리 알려준 문제로 딱 한 번 치룹니다. 오픈북이라 열심히 답안을 작성해봤지만 학점은 복불복인듯.,정도원
왜.. 1점짜리인줄 알앗다.. 기말한번 치고 오픈북에 다 써와서 베껴써도 된다. 걍 노답이다,정도원
교수님은 유식하시나 수업은 중구난방이고 기말하나로 모든 것이 결정나는 수업입니다.,정도원
내가 글을 너무 잘 쓴다! 하시면 한 학기 내내 꿀 빨다가 시험 전날 답안지를 준비해가시면 되지만,정도원
"시험문제 미리공개, 오픈북 시험이라서 가능",정도원
 그게 아니라면 절대 듣지 마시길,정도원
아 물론 답안지엔 수업내용이 녹아 있어야 하므로 수업을 아예 안 들으시는 건 안됩니다,정도원
강의력,정도원
모호성,정도원
휴식시간,정도원
일찍끝나는가,정도원
학생을대하는태도,정도원
출제방식,정도원
편한가,정도원
성적예상가능한가,정도원
 강의할땐 친절한사람인가 싶더라도 다른학생들 대하는 모습들을 한학기동안 지켜봐봤을때 평소 성격인진몰라도 까칠함이 베어있고 엄격하다.  곧은 자신의 고집과 신념을 가진 분인거 같으며 유식해 보이긴한다. ,정도원
 문제는 그냥 인을 설명하시오. 이상적인간사회를 설명하시오 이게다였다. 시험볼때 어떠한 제한도없기에 사실상 시험이 없고 레포트제출이라고 생각하면된다.,정도원
" 강의는 좀 애매한면이 없지않아있다. 핵심만 얘기하면 얼마안되는 내용을 잡담, 일화, 구절, 시사, 한자설명, 논어설명, 인물,관련지식 등을 중구난방으로 살을붙여 이야기하기때문에 요점파악이 쉽지는않다. 논어구절을 써가면서 이것저것 얘기한다",정도원
 두시간동안 휴식없이 멍 듣고있는건 힘들다. 그렇다고 손으로 받아적기도 쉽지않다. 노트북으로 받아적거나 녹음하는것을 추천한다. 출제방식특성상 이따금 튀어나오는 핵심내용과 교수의 생각이 중요하기때문이다,정도원
출석과 기말 한번으로 결정이 납니다. 학점은 아직 받지 않아 잘 모르겠네요. 나름 열심히 들으려 노력했지만 수업을 끝까지 제대로 들은 기억이 없습니다. 말로만 진행하시는데 도저히 요지를 모르겠어요. 그냥 토크쇼 온 기분입니다. 아무 말이나 지껄이는... 그래도 용케 녹음을 다 듣고 미리 내준 시험 문제에 잘 녹아낸 제 자신이 자랑스럽습니다. 한학기 내내 후회했어요,정도원
진짜ㅋㅋㅋ 어이가 없어서 수업 내내 논어관련된 자기 지식만 뽐내다가 사라지는 방식.,정도원
구절을 설명한다기 보다는 구절에 쓰인 한자가 이러이러한데 너네 아냐? 이런식으로 수업 내내 무시를 주는 행위를 함.,정도원
한 수업 에서는 학생 여러명을 앞에 세우고 한자 구절을 쓰게 한 후에 글씨체가 이상하다고 앞에 나와있는 학생을 창피를 주기도 함 심지어 그 학생 중국계였던걸로 기억ㅋㅋㅋㅋ 그래놓고 중국인도 글씨 이렇게 못써도 되냐 이런식으로 창피를 한 번 더 준걸로 기억함,정도원
자신의 잘못된 관념을 가지고 논지를 펼치는게 안쓰러울 정도 ,정도원
예시로 동성애는 유전적이다? 이런것도 있었던걸로 기억,정도원
시험결과가 나오고 학생들에게 이과 학생들이라 그런지 자기 기준에 못미친다고 대놓고 말을 하면서 한자쓰기를 10번씩 과제로 내줌ㅋㅋㅋㅋㅋㅋ 나는 구몬 선생인줄 알았다,정도원
대학생한테 무슨 짓이냐 이게ㅋㅋㅋ,정도원
 심지어 그중에 자기 기준에 맞는 학생들,정도원
대부분 문과...,정도원
은 그 10회 쓰기를 면제해 주겠다라고 차별을 함.,정도원
시험점수가 같으면 글씨체로 추가점수를 준다고 통보함ㅋㅋㅋ 20년 넘게 써온 자기 글씨체를 수업에 학점 하나 잘 받을라고 바꿔야 하는 사단이 나옴 원래 악필인 사람들이 항의할라고 했으나 ㄹㅇ 그냥 벽 상대하는 기분.,정도원
제일 걱정인 것은 이 교수 자기가 뭘 잘못하고 뭐때문에 학생들이 싫어하는건지를 모르고 자기가 잘 가르치고 있다고 생각하는것 같음.. 보이콧이 시급함.,정도원
사실 그럼 니들이 열씸히 공부해서 교수 마음에 들면 되지 않느냐,정도원
 노오오오력을 해라,정도원
 라고 말하면 할 말은 없음. 만약 그런 사람들은 직접 이 교수의 논어를 꼭 들어서 교수 마음에 쏙 들어보기를 적극 권장함.,정도원
이 정보를 확인하기 위해 포인트를 사용하시겠습니까. 포인트를 사용하시겠습니까. 이 시험 정보를 확인하기 위해 포인트가 차감됩니다. 사용하시겠습니까. 이 정보를 확인하기 위해 포인트를 사용하시겠습니까. 포인트를 사용하시겠습니까. 이 시험 정보를 확인하기 위해 포인트가 차감됩니다. 사용하시겠습니까. 이 정보를 확인하기 위해 포인트를 사용하시겠습니까. 포인트를 사용하시겠습니까. 이 시험 정보를 확인하기 위해 포인트가 차감됩니다. ,정도원
이 정보를 확인하기 위해 포인트를 사용하시겠습니까. 포인트를 사용하시겠습니까. 이 시험 정보를 확인하기 위해 포인트가 차감됩니다. 사용하시겠습니까. 이 정보를 확인하기 위해 포인트를 사용하시겠습니까. 포인트를 사용하시겠습니까. 이 시험 정보를 확인하기 위해 포인트가 차감됩니다. 사용하시겠습니까. 이 정보를 확인하기 위해 포인트를 사용하시겠습니까. 포인,정도원
듣지않는것을 추천합니다 교수님의 강의력이 그닥이라 남는게 별로 없는 수업이었어요 중간에 과제가 생기기도 했고 복수선지 정답은 공부해도 못 맞췄네요,유영모
하핫!  중간고사 기말고사 레포트과제 팀플발표 그 무엇하나 빠지지않는 수업입니다! 하핫! 수업시간에 듣는것보다 논어교재 시험준비하면서 정독하는게 효율적이에요,유영모
듣지  마세요.  조별발표는 원래 없었는데 갑자기 생겼고 시험은 할 말이 없습니다. 게시판 에서 검색해보시면 알거예요... 다른 분이 강의평가에 자세히 설명해주셨을지도. 가능한다면 이 과목은 듣지 않은 것을 권장 드립니다.,유영모
